,shareCount,commentCount
56772,0,1
56773,0,0
56774,0,7
56775,0,34
56776,0,1
56777,0,10
56778,0,1
56779,0,0
56780,0,0
56781,0,6
56782,0,5
56783,0,11
56784,0,0
56785,0,3
56786,0,0
56787,0,0
56788,0,7
56789,0,499
56790,0,0
56791,0,0
56792,0,4
56793,0,2
56794,0,12
56795,0,11
56796,0,17
56797,0,39
56798,0,1
56799,0,1
56800,0,15
56801,0,4
56802,0,45
56803,0,2
56804,0,2
56805,0,0
56806,0,13
56807,0,37
56808,0,18
56809,0,0
56810,0,2
56811,0,42
56812,0,0
56813,0,5
56814,0,0
56815,0,4
56816,0,9
56817,0,4
56818,0,8
56819,0,14
56820,0,24
56821,0,43
56822,0,39
56823,0,514
56824,0,0
56825,0,52
56826,0,3
56827,0,48
56828,0,113
56829,0,320
56830,0,43
56831,0,12
56832,0,41
56833,0,6
56834,0,10
56835,0,24
56836,0,19
56837,0,17
56838,0,1
56839,0,0
56840,0,3
56841,0,5
56842,0,48
56843,0,2
56844,0,5
56845,0,1
56846,0,0
56847,0,647
56848,0,3
56849,0,20
56850,0,2
56851,0,155
56852,0,2
56853,0,0
56854,0,89
56855,0,3
56856,0,3
56857,0,3
56858,0,4
56859,0,24
56860,0,12
56861,0,1
56862,0,7
56863,0,21
56864,0,17
56865,0,13
56866,0,29
56867,0,4
56868,0,55
56869,0,3
56870,0,1
56871,0,8
56872,0,32
56873,0,1
56874,0,4
56875,0,99
56876,0,11
56877,0,1
56878,0,7
56879,0,2
56880,0,0
56881,0,7
56882,0,8
56883,0,2
56884,0,0
56885,0,3
56886,0,1029
56887,0,33
56888,0,56
56889,0,0
56890,0,1
56891,0,6
56892,0,9
56893,0,78
56894,0,110
56895,0,2
56896,0,40
56897,0,3
56898,0,36
56899,0,4
56900,0,2
56901,0,14
56902,0,261
56903,0,2
56904,0,377
56905,0,146
56906,0,2
56907,0,3
56908,0,6
56909,0,21
56910,0,16
56911,0,36
56912,0,18
56913,0,4
56914,0,8
56915,0,36
56916,0,4
56917,0,96
56918,0,21
56919,0,8
56920,0,8
56921,0,6
56922,0,9
56923,0,232156
56924,0,14
56925,0,15
56926,0,6
56927,0,4
56928,0,17
56929,0,12
56930,0,4
56931,0,3
56932,0,3
56933,0,18
56934,0,7
56935,0,21
56936,0,105
56937,0,7
56938,0,207
56939,0,4
56940,0,6
56941,0,7
56942,0,15
56943,0,65
56944,0,7
56945,0,4
56946,0,10
56947,0,28
56948,0,55
56949,0,624
56950,0,1
56951,0,108
56952,0,275
56953,0,0
56954,0,8
56955,0,3
56956,0,386
56957,0,7
56958,0,5
56959,0,6
56960,0,2
56961,0,11
56962,0,2
56963,0,285
56964,0,19
56965,0,5
56966,0,0
56967,0,0
56968,0,2
56969,0,85
56970,0,3
56971,0,2
56972,0,3
56973,0,9
56974,0,0
56975,0,0
56976,0,5
56977,0,7
56978,0,0
56979,0,17
56980,0,6
56981,0,218
56982,0,18
56983,0,6
56984,0,2
56985,0,49
56986,0,1
56987,0,0
56988,0,7
56989,0,1
56990,0,2
56991,0,4
56992,0,73
56993,0,5
56994,0,6
56995,0,0
56996,0,0
56997,0,98
56998,0,1234
56999,0,74
57000,0,190
57001,0,2
57002,0,40
57003,0,0
57004,0,0
57005,0,2
57006,0,210
57007,0,10
57008,0,15
57009,0,5
57010,0,0
57011,0,0
57012,0,4
57013,0,0
57014,0,8
57015,0,1
57016,0,7
57017,0,3
57018,0,2
57019,0,307
57020,0,5
57021,0,1
57022,0,7
57023,0,48
57024,0,0
57025,0,16
57026,0,6
57027,0,0
57028,0,0
57029,0,6
57030,0,6
57031,0,9
57032,0,8
57033,0,41
57034,0,20
57035,0,38
57036,0,2
57037,0,58
57038,0,0
57039,0,2
57040,0,2
57041,0,1
57042,0,52
57043,0,3
57044,0,37
57045,0,1
57046,0,1
57047,0,2
57048,0,2
57049,0,8
57050,0,0
57051,0,7
57052,0,1
57053,0,0
57054,0,1
57055,0,10
57056,0,102
57057,0,165
57058,0,0
57059,0,10
57060,0,78
57061,0,11
57062,0,43
57063,0,0
57064,0,7
57065,0,5
57066,0,2
57067,0,3
57068,0,1
57069,0,2
57070,0,17
57071,0,3
57072,0,3
57073,0,5
57074,0,7
57075,0,7
57076,0,74
57077,0,30
57078,0,11
57079,0,1
57080,0,2
57081,0,21
57082,0,10
57083,0,2
57084,0,0
57085,0,1
57086,0,98
57087,0,2
57088,0,16
57089,0,7
57090,0,0
57091,0,9
57092,0,27
57093,0,4
57094,0,9
57095,0,18
57096,0,41
57097,0,25
57098,0,6
57099,0,4
57100,0,1
57101,0,15
57102,0,6
57103,0,1
57104,0,3
57105,0,1
57106,0,31
57107,0,6
57108,0,0
57109,0,1
57110,0,8
57111,0,7
57112,0,24
57113,0,33
57114,0,6
57115,0,8
57116,0,27
57117,0,93
57118,0,3
57119,0,1
57120,0,3
57121,0,12
57122,0,4
57123,0,104
57124,0,4
57125,0,0
57126,0,0
57127,0,9
57128,0,1903
57129,0,4
57130,0,11
57131,0,9
57132,0,6
57133,0,43
57134,0,4
57135,0,70
57136,0,3
57137,0,29
57138,0,23
57139,0,102
57140,0,59
57141,0,7
57142,0,646
57143,0,755
57144,0,159
57145,0,93
57146,0,4
57147,0,20
57148,0,5
57149,0,774
57150,0,7
57151,0,1
57152,0,15
57153,0,4
57154,0,2
57155,0,27
57156,0,5
57157,0,6
57158,0,18
57159,0,1359
57160,0,84
57161,0,5
57162,0,2
57163,0,6
57164,0,6
57165,0,11
57166,0,2
57167,0,7
57168,0,0
57169,0,18
57170,0,18
57171,0,2
57172,0,21
57173,0,6
57174,0,2
57175,0,9
57176,0,11
57177,0,24
57178,0,2
57179,0,0
57180,0,16
57181,0,4
57182,0,10654
57183,0,19
57184,0,5
57185,0,3
57186,0,4
57187,0,1
57188,0,3
57189,0,12
57190,0,2
57191,0,19
57192,0,2
57193,0,30
57194,0,2
57195,0,8
57196,0,4
57197,0,11
57198,0,31
57199,0,2
57200,0,4
57201,0,25
57202,0,47
57203,0,22
57204,0,17
57205,0,42
57206,0,12
57207,0,17
57208,0,49
57209,0,16
57210,0,30
57211,0,18
57212,0,14
57213,0,20
57214,0,2
57215,0,4
57216,0,3
57217,0,10
57218,0,68
57219,0,7
57220,0,0
57221,0,3
57222,0,7
57223,0,325
57224,0,13
57225,0,0
57226,0,2
57227,0,1
57228,0,0
57229,0,0
57230,0,1
57231,0,1
57232,1,1
57233,0,0
57234,2,1
57235,0,0
57236,0,0
57237,0,0
57238,0,0
57239,0,0
57240,0,0
57241,0,2
57242,0,0
57243,0,2
57244,0,0
57245,0,0
57246,1,0
57247,0,0
57248,0,4
57249,0,0
57250,1,1
57251,0,0
57252,0,0
57253,0,0
57254,0,0
57255,0,0
57256,2,1
57257,0,0
57258,0,0
57259,0,0
57260,0,1
57261,0,0
57262,0,2
57263,0,0
57264,0,0
57265,0,2
57266,0,0
57267,0,0
57268,0,0
57269,0,0
57270,0,0
57271,0,0
57272,0,0
57273,0,0
57274,3,8
57275,0,0
57276,0,0
57277,0,0
57278,0,0
57279,0,1
57280,0,0
57281,0,0
57282,2,0
57283,0,0
57284,1,0
57285,2,0
57286,0,1
57287,0,3
57288,0,30
57289,0,0
57290,0,1
57291,0,1
57292,0,0
57293,0,3
57294,0,0
57295,0,0
57296,0,0
57297,2,0
57298,0,0
57299,4,0
57300,0,1
57301,0,0
57302,0,1
57303,0,0
57304,2,0
57305,0,1
57306,0,0
57307,0,0
57308,0,0
57309,0,0
57310,0,0
57311,0,1
57312,0,0
57313,3,3
57314,0,0
57315,1,0
57316,0,0
57317,0,0
57318,1,0
57319,0,0
57320,0,0
57321,0,0
57322,1,0
57323,0,0
57324,1,0
57325,2,3
57326,0,1
57327,2,1
57328,0,0
57329,0,0
57330,0,4
57331,0,1
57332,0,1
57333,0,1
57334,0,1
57335,0,1
57336,0,0
57337,0,1
57338,0,14
57339,0,1
57340,0,1
57341,0,1
57342,2,3
57343,0,4
57344,0,1
57345,0,2
57346,0,0
57347,0,2
57348,0,1
57349,0,1
57350,0,2
57351,0,0
57352,0,1
57353,0,4
57354,0,0
57355,0,0
57356,0,0
57357,1,1
57358,0,0
57359,0,0
57360,0,3
57361,2,8
57362,1,0
57363,0,1
57364,2,0
57365,0,0
57366,3,12
57367,1,2
57368,1,6
57369,0,0
57370,0,0
57371,0,0
57372,0,1
57373,1,0
57374,0,0
57375,0,0
57376,0,1
57377,0,0
57378,0,0
57379,0,0
57380,0,0
57381,0,0
57382,0,5
57383,0,0
57384,1,0
57385,0,0
57386,0,0
57387,1,2
57388,0,1
57389,0,1
57390,0,0
57391,0,0
57392,0,0
57393,1,0
57394,0,1
57395,1,1
57396,0,0
57397,0,0
57398,0,0
57399,0,1
57400,0,2
57401,0,2
57402,0,0
57403,0,1
57404,0,0
57405,0,0
57406,2,2
57407,0,1
57408,0,0
57409,0,1
57410,0,0
57411,4,4
57412,0,1
57413,0,0
57414,1,0
57415,0,2
57416,0,1
57417,0,0
57418,1,1
57419,0,1
57420,1,3
57421,0,2
57422,0,0
57423,0,1
57424,0,0
57425,0,1
57426,0,0
57427,0,4
57428,0,1
57429,0,9
57430,0,1
57431,1,2
57432,0,0
57433,0,2
57434,1,2
57435,1,1
57436,0,2
57437,0,0
57438,0,1
57439,0,5
57440,0,0
57441,0,0
57442,0,2
57443,0,1
57444,0,3
57445,0,3
57446,0,2
57447,0,0
57448,0,0
57449,0,0
57450,2,1
57451,0,0
57452,0,1
57453,1,1
57454,0,1
57455,1,2
57456,0,0
57457,0,0
57458,0,0
57459,0,0
57460,0,1
57461,0,3
57462,1,7
57463,1,2
57464,0,3
57465,0,2
57466,0,3
57467,0,1
57468,2,0
57469,0,0
57470,2,1
57471,0,0
57472,0,2
57473,0,0
57474,0,1
57475,0,1
57476,0,2
57477,0,1
57478,0,1
57479,1,2
57480,0,5
57481,0,6
57482,0,5
57483,1,1
57484,0,0
57485,0,0
57486,2,4
57487,7,15
57488,4,5
57489,0,0
57490,17,20
57491,5,38
57492,1,7
57493,14,7
57494,0,0
57495,0,1
57496,0,0
57497,0,0
57498,1,9
57499,0,3
57500,0,0
57501,5,27
57502,0,0
57503,0,4
57504,6,33
57505,0,1
57506,0,3
57507,0,26
57508,0,4
57509,0,1
57510,0,1
57511,2,7
57512,0,4
57513,0,1
57514,0,0
57515,0,3
57516,0,1
57517,7,0
57518,1,0
57519,2,1
57520,0,0
57521,0,0
57522,7,6
57523,0,3
57524,1,4
57525,0,1
57526,0,1
57527,5,20
57528,0,6
57529,8,21
57530,0,0
57531,0,2
57532,0,4
57533,0,0
57534,0,0
57535,0,0
57536,0,0
57537,0,0
57538,0,1
57539,0,0
57540,0,0
57541,0,0
57542,0,0
57543,0,0
57544,0,1
57545,0,1
57546,0,2
57547,0,2
57548,0,0
57549,0,0
57550,1,1
57551,0,1
57552,0,0
57553,0,3
57554,1,15
57555,0,0
57556,0,0
57557,0,0
57558,0,0
57559,0,0
57560,0,0
57561,0,0
57562,0,1
57563,0,0
57564,0,12
57565,0,15
57566,0,30
57567,0,4
57568,0,2
57569,0,35
57570,0,6
57571,0,80
57572,0,11
57573,0,7
57574,0,2
57575,0,0
57576,0,0
57577,0,6
57578,0,0
57579,0,0
57580,0,16
57581,0,1
57582,0,9
57583,0,0
57584,0,0
57585,0,2
57586,0,0
57587,0,2
57588,0,0
57589,0,2
57590,0,2
57591,0,2
57592,0,0
57593,0,3
57594,0,25
57595,0,1
57596,1,2
57597,0,3
57598,0,6
57599,0,25
57600,0,1
57601,1,2
57602,26,0
57603,0,0
57604,0,1
57605,1,0
57606,0,1
57607,0,0
57608,0,1
57609,0,0
57610,0,1
57611,0,2
57612,0,1
57613,0,0
57614,0,1
57615,0,5
57616,0,2
57617,0,4
57618,1,1
57619,0,4
57620,0,2
57621,0,3
57622,1,1
57623,0,4
57624,1,40
57625,3,72
57626,0,0
57627,1,0
57628,0,2
57629,0,0
57630,13,8
57631,18,5
57632,0,6
57633,0,0
57634,0,2
57635,0,1
57636,0,0
57637,0,4
57638,0,1
57639,0,1
57640,1,8
57641,1,0
57642,5,32
57643,1,10
57644,0,0
57645,4,1
57646,0,4
57647,3,3
57648,0,1
57649,0,1
57650,0,0
57651,1,2
57652,17,8
57653,0,0
57654,0,2
57655,0,2
57656,0,2
57657,0,2
57658,0,4
57659,1,3
57660,21,54
57661,0,25
57662,0,0
57663,0,0
57664,0,1
57665,0,2
57666,1,7
57667,1,3
57668,0,5
57669,0,2
57670,0,2
57671,0,2
57672,1,0
57673,8,2
57674,0,2
57675,0,0
57676,0,2
57677,0,1
57678,1,2
57679,0,4
57680,0,0
57681,1,8
57682,0,3
57683,2,5
57684,1,18
57685,0,19
57686,1,2
57687,0,0
57688,0,1
57689,0,0
57690,1,14
57691,0,2
57692,0,0
57693,0,1
57694,0,1
57695,0,2
57696,0,1
57697,1,1
57698,0,4
57699,0,4
57700,0,2
57701,2,1
57702,1,4
57703,0,0
57704,5,8
57705,1,0
57706,2,6
57707,0,0
57708,0,4
57709,0,0
57710,0,1
57711,5,2
57712,0,0
57713,0,4
57714,5,2
57715,0,1
57716,0,4
57717,0,5
57718,0,2
57719,0,23
57720,2,1
57721,0,1
57722,1,0
57723,1,5
57724,1,4
57725,1,8
57726,0,3
57727,3,5
57728,9,56
57729,3,9
57730,0,0
57731,0,1
57732,0,1
57733,0,3
57734,0,2
57735,2,8
57736,0,0
57737,0,1
57738,1,2
57739,0,0
57740,3,5
57741,9,12
57742,0,1
57743,4,5
57744,0,1
57745,0,5
57746,1,7
57747,1,2
57748,0,0
57749,0,17
57750,0,1
57751,0,1
57752,1,4
57753,0,0
57754,0,0
57755,0,3
57756,0,8
57757,0,4
57758,3,4
57759,0,0
57760,5,8
57761,0,0
57762,1,8
57763,1,4
57764,1,4
57765,0,3
57766,8,3
57767,0,1
57768,0,1
57769,0,0
57770,1,2
57771,0,0
57772,0,0
57773,1,3
57774,0,1
57775,0,5
57776,4,8
57777,1,0
57778,0,5
57779,22,28
57780,0,1
57781,5,32
57782,0,2
57783,0,1
57784,0,5
57785,6,48
57786,0,1
57787,0,2
57788,0,0
57789,0,8
57790,0,0
57791,0,2
57792,3,9
57793,0,2
57794,0,1
57795,0,2
57796,0,4
57797,1,6
57798,0,0
57799,7,9
57800,1,2
57801,1,2
57802,1,0
57803,0,2
57804,1,0
57805,0,1
57806,0,0
57807,0,1
57808,1,3
57809,14,31
57810,0,3
57811,0,3
57812,0,5
57813,1,6
57814,0,2
57815,0,1
57816,2,0
57817,1,2
57818,1,2
57819,0,4
57820,0,7
57821,0,3
57822,0,1
57823,0,2
57824,1,2
57825,0,7
57826,0,5
57827,0,1
57828,1,2
57829,0,2
57830,0,3
57831,0,0
57832,0,2
57833,20,35
57834,0,2
57835,0,19
57836,0,15
57837,1,1
57838,0,2
57839,1,2
57840,0,3
57841,0,3
57842,1,4
57843,0,2
57844,0,6
57845,1,2
57846,0,21
57847,9,74
57848,1,3
57849,5,12
57850,0,1
57851,1,0
57852,1,3
57853,0,17
57854,17,63
57855,0,6
57856,4,12
57857,0,1
57858,2,4
57859,0,3
57860,1,2
57861,2,1
57862,3,9
57863,8,19
57864,8,19
57865,0,1
57866,0,1
57867,0,3
57868,4,10
57869,0,3
57870,0,3
57871,0,3
57872,1,10
57873,25,196
57874,1,1
57875,3,12
57876,0,1
57877,0,2
57878,0,0
57879,0,2
57880,0,4
57881,0,4
57882,8,74
57883,3,2
57884,0,2
57885,0,3
57886,0,2
57887,2,68
57888,0,7
57889,11,34
57890,1,3
57891,0,3
57892,9,25
57893,0,1
57894,1,3
57895,1,3
57896,0,2
57897,0,5
57898,0,2
57899,4,6
57900,0,0
57901,14,24
57902,0,3
57903,0,5
57904,0,2
57905,0,3
57906,1,4
57907,2,5
57908,0,6
57909,5,21
57910,5,16
57911,0,0
57912,2,0
57913,0,5
57914,0,16
57915,0,45
57916,1,12
57917,0,1
57918,9,30
57919,1,2
57920,0,0
57921,0,3
57922,0,2
57923,1,1
57924,0,0
57925,5,20
57926,0,5
57927,0,5
57928,13,50
57929,0,2
57930,0,2
57931,13,33
57932,1,0
57933,0,4
57934,6,27
57935,0,1
57936,0,7
57937,1,0
57938,11,59
57939,0,2
57940,0,1
57941,0,1
57942,0,7
57943,0,1
57944,0,1
57945,1,4
57946,19,55
57947,0,7
57948,1,5
57949,0,0
57950,0,0
57951,23,176
57952,17,41
57953,0,0
57954,0,0
57955,1,0
57956,0,1
57957,1,1
57958,0,1
57959,4,16
57960,0,0
57961,0,7
57962,0,0
57963,12,105
57964,0,5
57965,0,1
57966,0,3
57967,0,1
57968,0,0
57969,1,1
57970,0,10
57971,0,0
57972,1,1
57973,1,1
57974,0,0
57975,0,3
57976,0,3
57977,1,4
57978,0,1
57979,0,21
57980,0,0
57981,0,2
57982,0,2
57983,0,1
57984,0,9
57985,0,1
57986,1,2
57987,0,0
57988,0,5
57989,0,15
57990,0,6
57991,2,5
57992,0,1
57993,3,14
57994,0,2
57995,0,1
57996,0,0
57997,0,0
57998,13,18
57999,19,67
58000,0,2
58001,0,2
58002,0,1
58003,0,2
58004,0,1
58005,25,144
58006,12,63
58007,0,0
58008,0,3
58009,0,1
58010,0,0
58011,1,7
58012,0,4
58013,0,2
58014,0,1
58015,0,10
58016,11,31
58017,0,28
58018,0,1
58019,0,4
58020,0,0
58021,24,182
58022,0,0
58023,2,8
58024,1,6
58025,1,4
58026,0,3
58027,2,21
58028,0,7
58029,0,2
58030,1,1
58031,0,4
58032,0,2
58033,0,0
58034,1,1
58035,0,6
58036,2,3
58037,0,4
58038,3,3
58039,0,9
58040,0,0
58041,0,2
58042,17,25
58043,1,6
58044,0,3
58045,0,1
58046,1,2
58047,0,2
58048,0,2
58049,0,4
58050,1,9
58051,0,23
58052,1,17
58053,0,2
58054,0,1
58055,1,15
58056,0,2
58057,5,125
58058,17,27
58059,0,2
58060,0,4
58061,0,24
58062,0,2
58063,0,1
58064,0,0
58065,0,7
58066,1,1
58067,4,3
58068,3,3
58069,0,1
58070,3,20
58071,1,4
58072,0,0
58073,0,0
58074,8,4
58075,0,0
58076,1,3
58077,5,2
58078,0,0
58079,0,4
58080,0,1
58081,0,4
58082,3,3
58083,2,3
58084,0,2
58085,0,4
58086,0,8
58087,2,2
58088,0,2
58089,0,0
58090,2,2
58091,0,0
58092,6,1
58093,1,2
58094,0,5
58095,0,3
58096,2,0
58097,1,9
58098,0,1
58099,0,1
58100,0,7
58101,0,4
58102,0,2
58103,1,2
58104,0,3
58105,1,1
58106,0,9
58107,0,0
58108,2,3
58109,0,0
58110,0,0
58111,0,0
58112,0,1
58113,0,1
58114,0,3
58115,0,9
58116,0,2
58117,0,0
58118,0,1
58119,0,3
58120,0,9
58121,0,0
58122,0,4
58123,1,0
58124,0,1
58125,9,13
58126,0,31
58127,0,0
58128,0,2
58129,1,4
58130,1,6
58131,6,9
58132,2,3
58133,0,0
58134,4,2
58135,0,0
58136,0,0
58137,0,1
58138,0,0
58139,2,0
58140,1,2
58141,0,0
58142,0,0
58143,3,5
58144,26,1076
58145,17,49
58146,8,37
58147,2,2
58148,1,0
58149,0,2
58150,0,1
58151,0,12
58152,0,7
58153,1,25
58154,0,3
58155,0,2
58156,3,25
58157,8,15
58158,0,0
58159,2,29
58160,0,1
58161,1,4
58162,1,2
58163,2,1
58164,1,4
58165,0,4
58166,15,15
58167,4,28
58168,2,7
58169,0,6
58170,6,26
58171,0,15
58172,1,8
58173,2,19
58174,0,5
58175,1,10
58176,0,10
58177,25,54
58178,1,4
58179,1,43
58180,0,1
58181,0,1
58182,1,1
58183,0,0
58184,0,0
58185,0,11
58186,0,2
58187,4,12
58188,26,1076
58189,0,2
58190,0,8
58191,26,1076
58192,0,8
58193,0,8
58194,0,6
58195,0,2
58196,0,2
58197,0,2
58198,1,8
58199,0,3
58200,0,14
58201,0,2
58202,0,1
58203,0,0
58204,0,0
58205,0,2
58206,0,1
58207,1,1
58208,0,3
58209,0,1
58210,0,2
58211,1,9
58212,0,5
58213,10,5
58214,0,2
58215,0,3
58216,0,8
58217,25,40
58218,0,6
58219,0,2
58220,2,14
58221,15,33
58222,1,9
58223,2,2
58224,0,1
58225,2,0
58226,0,4
58227,0,6
58228,0,4
58229,23,48
58230,2,12
58231,0,0
58232,0,3
58233,7,14
58234,0,0
58235,0,0
58236,0,3
58237,0,5
58238,0,6
58239,0,0
58240,0,5
58241,0,15
58242,0,31
58243,2,17
58244,25,184
58245,0,2
58246,0,2
58247,0,3
58248,0,1
58249,0,3
58250,1,0
58251,0,0
58252,0,1
58253,0,0
58254,0,0
58255,0,0
58256,0,0
58257,1,6
58258,2,3
58259,0,6
58260,0,1
58261,0,2
58262,0,1
58263,1,3
58264,1,6
58265,0,4
58266,1,8
58267,0,0
58268,0,11
58269,1,1
58270,0,3
58271,18,22
58272,0,7
58273,0,0
58274,1,1
58275,1,0
58276,0,9
58277,1,4
58278,26,84
58279,0,13
58280,0,10
58281,0,0
58282,0,0
58283,0,3
58284,1,21
58285,2,2
58286,0,0
58287,0,0
58288,1,0
58289,4,7
58290,3,2
58291,1,2
58292,0,5
58293,0,1
58294,0,0
58295,0,3
58296,3,89
58297,0,1
58298,0,3
58299,1,2
58300,0,12
58301,2,18
58302,0,10
58303,0,0
58304,9,13
58305,1,0
58306,0,1
58307,0,7
58308,26,1076
58309,0,10
58310,0,1
58311,3,1
58312,0,9
58313,0,6
58314,0,2
58315,0,4
58316,2,4
58317,9,4
58318,0,0
58319,0,28
58320,0,10
58321,1,0
58322,1,0
58323,0,2
58324,0,11
58325,0,10
58326,0,0
58327,3,0
58328,0,0
58329,0,9
58330,2,7
58331,10,24
58332,0,2
58333,0,10
58334,6,36
58335,2,1
58336,2,13
58337,26,1076
58338,0,2
58339,1,2
58340,1,0
58341,1,9
58342,0,1
58343,0,3
58344,0,2
58345,0,3
58346,0,6
58347,0,1
58348,0,5
58349,0,0
58350,1,5
58351,1,0
58352,0,1
58353,0,3
58354,5,65
58355,0,1
58356,0,0
58357,0,15
58358,0,1
58359,0,1
58360,0,0
58361,0,0
58362,0,0
58363,0,11
58364,1,16
58365,15,37
58366,1,0
58367,0,9
58368,1,0
58369,1,6
58370,1,2
58371,2,1
58372,1,2
58373,0,3
58374,0,3
58375,0,2
58376,0,4
58377,0,2
58378,0,0
58379,1,2
58380,4,34
58381,24,469
58382,0,6
58383,25,444
58384,0,0
58385,23,13
58386,0,5
58387,0,5
58388,0,2
58389,10,10
58390,0,0
58391,0,0
58392,0,0
58393,1,9
58394,25,53
58395,0,4
58396,25,162
58397,1,2
58398,5,3
58399,5,3
58400,5,3
58401,5,3
58402,5,3
58403,0,0
58404,0,3
58405,0,7
58406,0,9
58407,0,1
58408,0,1
58409,0,1
58410,0,4
58411,0,8
58412,3,2
58413,0,0
58414,1,27
58415,0,6
58416,2,11
58417,8,14
58418,24,27
58419,3,4
58420,1,1
58421,0,11
58422,0,3
58423,1,1
58424,24,17
58425,0,3
58426,0,22
58427,0,2
58428,0,7
58429,0,7
58430,0,7
58431,0,7
58432,1,3
58433,0,1
58434,0,5
58435,1,0
58436,0,23
58437,0,2
58438,2,2
58439,0,8
58440,0,15
58441,0,6
58442,3,11
58443,1,1
58444,0,29
58445,20,30
58446,0,34
58447,2,13
58448,2,13
58449,1,11
58450,0,2
58451,0,5
58452,1,1
58453,0,6
58454,20,24
58455,0,8
58456,1,9
58457,0,1
58458,4,44
58459,7,7
58460,26,1076
58461,0,6
58462,1,4
58463,1,4
58464,1,4
58465,2,7
58466,9,49
58467,25,123
58468,0,16
58469,2,7
58470,1,0
58471,25,43
58472,1,56
58473,0,2
58474,25,159
58475,1,0
58476,1,5
58477,0,1
58478,2,7
58479,0,1
58480,1,3
58481,0,1
58482,14,9
58483,0,2
58484,8,77
58485,0,1
58486,2,1
58487,0,0
58488,0,1
58489,0,1
58490,25,172
58491,0,0
58492,10,10
58493,24,17
58494,26,27
58495,0,5
58496,0,2
58497,0,1
58498,0,1
58499,0,5
58500,0,0
58501,0,60
58502,0,123
58503,0,18
58504,0,1
58505,0,6
58506,0,88
58507,0,24
58508,0,32
58509,0,3
58510,0,28
58511,0,2
58512,0,11
58513,0,0
58514,0,16
58515,0,0
58516,0,0
58517,0,0
58518,0,4
58519,0,2
58520,0,2
58521,0,3
58522,0,4
58523,0,19
58524,0,2
58525,0,14
58526,0,0
58527,0,19
58528,0,1
58529,0,0
58530,0,3
58531,0,0
58532,0,11
58533,0,0
58534,0,42
58535,0,0
58536,0,23
58537,0,18
58538,0,43
58539,0,9
58540,0,129
58541,0,45
58542,0,44
58543,0,14
58544,0,1
58545,0,77
58546,0,3
58547,0,56
58548,0,0
58549,0,18
58550,0,0
58551,0,0
58552,0,66
58553,0,0
58554,0,1
58555,0,1
58556,0,14
58557,0,1
58558,0,172
58559,0,0
58560,0,22
58561,0,0
58562,0,17
58563,0,0
58564,0,0
58565,0,36
58566,0,13
58567,0,1
58568,0,138
58569,0,4
58570,0,85
58571,0,0
58572,0,46
58573,0,1
58574,0,0
58575,0,1
58576,0,4
58577,0,2
58578,0,3
58579,0,56
58580,0,2
58581,0,0
58582,0,16
58583,0,0
58584,0,54
58585,0,61
58586,0,116
58587,0,5
58588,0,64
58589,0,1
58590,0,3
58591,0,23
58592,0,2
58593,0,7
58594,0,5
58595,0,0
58596,0,46
58597,0,112
58598,0,64
58599,0,2
58600,0,5
58601,0,27
58602,0,1
58603,0,0
58604,0,41
58605,0,60
58606,0,0
58607,0,32
58608,0,0
58609,0,4
58610,0,11
58611,0,0
58612,0,160
58613,0,3
58614,0,14
58615,0,8
58616,0,16
58617,0,0
58618,0,90
58619,0,185
58620,0,2
58621,0,0
58622,0,22
58623,0,12
58624,0,81
58625,0,5
58626,0,17
58627,0,1
58628,0,0
58629,0,0
58630,0,1
58631,0,0
58632,0,0
58633,0,20
58634,0,12
58635,0,0
58636,0,1
58637,0,40
58638,0,0
58639,0,0
58640,0,0
58641,0,41
58642,0,99
58643,0,0
58644,0,63
58645,0,4
58646,0,0
58647,0,9
58648,0,0
58649,0,1
58650,0,1
58651,0,130
58652,0,18
58653,0,14
58654,0,0
58655,0,1
58656,0,1
58657,0,11
58658,0,1
58659,0,5
58660,0,30
58661,0,1
58662,0,2
58663,0,1
58664,0,0
58665,0,6
58666,0,22
58667,0,2
58668,0,32
58669,0,3
58670,0,0
58671,0,3
58672,0,1
58673,0,0
58674,0,1
58675,0,7
58676,0,0
58677,0,0
58678,0,2
58679,0,0
58680,0,27
58681,0,0
58682,0,20
58683,0,1
58684,0,0
58685,0,66
58686,0,11
58687,0,27
58688,0,2
58689,0,0
58690,0,152
58691,0,0
58692,0,1
58693,0,0
58694,0,10
58695,0,68
58696,0,0
58697,0,139
58698,0,8
58699,0,1
58700,0,0
58701,0,0
58702,0,4
58703,0,0
58704,0,131
58705,0,1
58706,0,5
58707,0,1
58708,0,4
58709,0,0
58710,0,1
58711,0,0
58712,0,74
58713,0,7
58714,0,0
58715,0,0
58716,0,1
58717,0,0
58718,0,17
58719,0,1
58720,0,0
58721,0,23
58722,0,0
58723,0,2
58724,0,0
58725,0,4
58726,0,2
58727,0,485
58728,0,10
58729,0,64
58730,0,0
58731,0,7
58732,0,0
58733,0,1
58734,0,10
58735,0,3
58736,0,11
58737,0,1
58738,0,10
58739,0,0
58740,0,0
58741,0,33
58742,0,1
58743,0,8
58744,0,1
58745,0,5
58746,0,0
58747,0,0
58748,0,0
58749,0,3
58750,0,0
58751,0,5
58752,0,2
58753,0,1
58754,0,0
58755,0,1
58756,0,2
58757,0,3
58758,0,0
58759,0,8
58760,0,1
58761,0,0
58762,0,3
58763,0,2
58764,0,1
58765,0,3
58766,0,0
58767,0,0
