,shareCount
2988,1
2989,2
2990,1
2991,1
2992,1
2993,1
2994,1
2995,2
2996,1
2997,0
2998,1
2999,2
3000,1
3001,1
3002,1
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,2
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3016,0
3017,0
3018,1
3019,0
3020,0
3021,1
3022,1
3023,0
3024,1
3025,1
3026,1
3027,0
3028,1
3029,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0
3036,0
3037,1
3038,0
3039,0
3040,0
3041,1
3042,0
3043,0
3044,2
3045,0
3046,1
3047,1
3048,1
3049,1
3050,0
3051,1
3052,1
3053,3
3054,1
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3063,0
3064,1
3065,0
3066,1
3067,0
3068,1
3069,2
3070,0
3071,0
3072,0
3073,0
3074,1
3075,0
3076,1
3077,2
3078,1
3079,1
3080,1
3081,1
3082,2
3083,0
3084,1
3085,1
3086,0
3087,0
3088,2
3089,2
3090,2
3091,1
3092,0
3093,2
3094,1
3095,1
3096,1
3097,1
3098,1
3099,0
3100,0
3101,1
3102,1
3103,1
3104,3
3105,1
3106,1
3107,1
3108,0
3109,1
3110,1
3111,0
3112,2
3113,1
3114,1
3115,2
3116,1
3117,1
3118,1
3119,1
3120,1
3121,0
3122,1
3123,1
3124,1
3125,1
3126,1
3127,3
3128,1
3129,1
3130,1
3131,1
3132,1
3133,1
3134,2
3135,1
3136,0
3137,1
3138,1
3139,1
3140,2
3141,1
3142,1
3143,0
3144,1
3145,2
3146,0
3147,1
3148,1
3149,0
3150,0
3151,1
3152,1
3153,1
3154,1
3155,0
3156,1
3157,0
3158,1
3159,1
3160,1
3161,2
3162,1
3163,1
3164,1
3165,1
3166,0
3167,1
3168,0
3169,1
3170,1
3171,1
3172,1
3173,1
3174,1
3175,2
3176,1
3177,1
3178,1
3179,1
3180,1
3181,1
3182,1
3183,2
3184,1
3185,0
3186,0
3187,1
3188,2
3189,1
3190,1
3191,1
3192,4
3193,1
3194,2
3195,2
3196,1
3197,1
3198,3
3199,2
3200,0
3201,2
3202,1
3203,1
3204,1
3205,3
3206,0
3207,0
3208,1
3209,1
3210,4
3211,0
3212,0
3213,1
3214,1
3215,1
3216,1
3217,2
3218,0
3219,1
3220,2
3221,0
3222,8
3223,0
3224,1
3225,1
3226,0
3227,1
3228,0
3229,0
3230,1
3231,5
3232,1
3233,1
3234,0
3235,1
3236,2
3237,1
3238,7
3239,1
3240,2
3241,2
3242,0
3243,1
3244,0
3245,1
3246,1
3247,1
3248,1
3249,1
3250,2
3251,1
3252,1
3253,0
3254,1
3255,1
3256,0
3257,2
3258,2
3259,1
3260,1
3261,4
3262,2
3263,2
3264,3
3265,1
3266,3
3267,2
3268,3
3269,2
3270,3
3271,1
3272,1
3273,1
3274,2
3275,1
3276,2
3277,1
3278,2
3279,1
3280,1
3281,2
3282,3
3283,1
3284,1
3285,2
3286,2
3287,2
3288,1
3289,3
3290,2
3291,2
3292,1
3293,2
3294,1
3295,0
3296,2
3297,1
3298,0
3299,1
3300,2
3301,4
3302,2
3303,1
3304,1
3305,2
3306,3
3307,5
3308,1
3309,1
3310,1
3311,1
3312,3
3313,4
3314,1
3315,2
3316,1
3317,4
3318,1
3319,3
3320,1
3321,3
3322,3
3323,2
3324,2
3325,2
3326,3
3327,1
3328,3
3329,3
3330,2
3331,1
3332,8
3333,2
3334,3
3335,1
3336,3
3337,1
3338,4
3339,4
3340,4
3341,3
3342,2
3343,3
3344,2
3345,3
3346,0
3347,1
3348,2
3349,1
3350,1
3351,3
3352,1
3353,3
3354,2
3355,1
3356,3
3357,1
3358,1
3359,1
3360,2
3361,2
3362,2
3363,4
3364,4
3365,2
3366,1
3367,1
3368,6
3369,2
3370,2
3371,3
3372,4
3373,2
3374,1
3375,2
3376,3
3377,1
3378,2
3379,2
3380,1
3381,1
3382,1
3383,2
3384,1
3385,4
3386,1
3387,3
3388,2
3389,1
3390,4
3391,3
3392,3
3393,6
3394,4
3395,4
3396,2
3397,3
3398,3
3399,13
3400,1
3401,1
3402,3
3403,3
3404,3
3405,1
3406,1
3407,4
3408,1
3409,1
3410,1
3411,4
3412,2
3413,2
3414,1
3415,10
3416,1
3417,7
3418,8
3419,0
3420,4
3421,4
3422,11
3423,2
3424,3
3425,7
3426,1
3427,4
3428,4
3429,0
3430,4
3431,2
3432,1
3433,2
3434,5
3435,0
3436,2
3437,0
3438,2
3439,1
3440,2
3441,0
3442,0
3443,0
3444,0
3445,11
3446,4
3447,0
3448,1
3449,1
3450,0
3451,1
3452,2
3453,9
3454,0
3455,0
3456,1
3457,1
3458,2
3459,2
3460,1
3461,3
3462,2
3463,0
3464,0
3465,1
3466,0
3467,1
3468,2
3469,1
3470,1
3471,4
3472,0
3473,2
3474,0
3475,1
3476,1
3477,1
3478,0
3479,2
3480,3
3481,0
3482,0
3483,1
3484,1
3485,2
3486,1
3487,8
3488,0
3489,2
3490,1
3491,6
3492,1
3493,5
3494,0
3495,1
3496,0
3497,0
3498,0
3499,0
3500,1
3501,1
3502,1
3503,3
3504,1
3505,2
3506,1
3507,0
3508,2
3509,1
3510,0
3511,0
3512,1
3513,6
3514,0
3515,2
3516,2
3517,3
3518,1
3519,6
3520,6
3521,1
3522,0
3523,1
3524,1
3525,2
3526,0
3527,0
3528,0
3529,1
3530,1
3531,2
3532,1
3533,1
3534,1
3535,2
3536,0
3537,1
3538,0
3539,3
3540,1
3541,0
3542,2
3543,0
3544,3
3545,2
3546,0
3547,2
3548,0
3549,1
3550,1
3551,0
3552,0
3553,3
3554,0
3555,0
3556,1
3557,2
3558,5
3559,1
3560,1
3561,0
3562,1
3563,4
3564,1
3565,1
3566,1
3567,1
3568,4
3569,0
3570,4
3571,4
3572,2
3573,2
3574,2
3575,5
3576,1
3577,0
3578,0
3579,2
3580,0
3581,5
3582,14
3583,2
3584,4
3585,4
3586,2
3587,2
3588,0
3589,0
3590,0
3591,1
3592,0
3593,1
3594,15
3595,0
3596,8
3597,0
3598,0
3599,1
3600,9
3601,1
3602,0
3603,2
3604,4
3605,3
3606,2
3607,2
3608,8
3609,4
3610,2
3611,1
3612,0
3613,0
3614,5
3615,5
3616,10
3617,2
3618,1
3619,1
3620,0
3621,2
3622,2
3623,3
3624,3
3625,1
3626,0
3627,0
3628,8
3629,1
3630,0
3631,11
3632,2
3633,1
3634,3
3635,1
3636,6
3637,1
3638,2
3639,12
3640,3
3641,3
3642,1
3643,0
3644,1
3645,1
3646,0
3647,0
3648,3
3649,3
3650,2
3651,3
3652,4
3653,1
3654,4
3655,1
3656,3
3657,14
3658,1
3659,2
3660,1
3661,1
3662,2
3663,5
3664,1
3665,0
3666,1
3667,0
3668,2
3669,0
3670,2
3671,0
3672,4
3673,1
3674,1
3675,1
3676,1
3677,3
3678,1
3679,1
3680,2
3681,0
3682,1
3683,1
3684,1
3685,0
3686,0
3687,0
3688,1
3689,1
3690,7
3691,0
3692,0
3693,1
3694,0
3695,0
3696,1
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,1
3704,0
3705,1
3706,4
3707,0
3708,0
3709,0
3710,0
3711,0
3712,0
3713,3
3714,1
3715,1
3716,0
3717,0
3718,0
3719,0
3720,0
3721,3
3722,1
3723,1
3724,1
3725,0
3726,0
3727,1
3728,0
3729,2
3730,3
3731,0
3732,1
3733,0
3734,0
3735,0
3736,0
3737,1
3738,0
3739,0
3740,0
3741,0
3742,0
3743,0
3744,4
3745,2
3746,1
3747,2
3748,1
3749,0
3750,0
3751,4
3752,0
3753,0
3754,0
3755,0
3756,0
3757,2
3758,0
3759,1
3760,0
3761,0
3762,0
3763,1
3764,2
3765,0
3766,0
3767,1
3768,0
3769,1
3770,0
3771,1
3772,2
3773,0
3774,0
3775,0
3776,1
3777,0
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,1
3785,0
3786,0
3787,2
3788,3
3789,0
3790,0
3791,0
3792,1
3793,0
3794,0
3795,0
3796,2
3797,0
3798,0
3799,0
3800,1
3801,2
3802,0
3803,1
3804,2
3805,1
3806,0
3807,0
3808,2
3809,0
3810,0
3811,2
3812,0
3813,2
3814,0
3815,0
3816,1
3817,0
3818,0
3819,1
3820,1
3821,1
3822,2
3823,0
3824,0
3825,10
3826,0
3827,0
3828,0
3829,1
3830,1
3831,0
3832,4
3833,0
3834,0
3835,0
3836,0
3837,3
3838,0
3839,0
3840,0
3841,0
3842,0
3843,3
3844,1
3845,0
3846,1
3847,2
3848,10
3849,0
3850,0
3851,1
3852,0
3853,1
3854,0
3855,1
3856,1
3857,1
3858,0
3859,0
3860,7
3861,0
3862,2
3863,0
3864,0
3865,1
3866,0
3867,0
3868,1
3869,0
3870,0
3871,3
3872,0
3873,0
3874,1
3875,0
3876,0
3877,0
3878,0
3879,1
3880,1
3881,0
3882,2
3883,1
3884,1
3885,2
3886,3
3887,2
3888,274
3889,1
3890,0
3891,0
3892,0
3893,0
3894,0
3895,1
3896,1
3897,9
3898,0
3899,1
3900,1
3901,0
3902,0
3903,0
3904,3
3905,0
3906,3
3907,0
3908,1
3909,1
3910,1
3911,0
3912,1
3913,0
3914,1
3915,1
3916,0
3917,1
3918,57
3919,1
3920,6
3921,0
3922,6
3923,0
3924,1
3925,15
3926,0
3927,2
3928,4
3929,1
3930,0
3931,2
3932,0
3933,17409
3934,1
3935,24
3936,2
3937,2
3938,955
3939,18
3940,1
3941,7
3942,1
3943,35
3944,26
3945,0
3946,1
3947,0
3948,5
3949,2
3950,4
3951,1
3952,201
3953,0
3954,1
3955,0
3956,0
3957,1
3958,0
3959,0
3960,1
3961,0
3962,0
3963,1
3964,0
3965,2
3966,1
3967,0
3968,3
3969,0
3970,0
3971,1
3972,0
3973,2
3974,7
3975,1
3976,1
3977,5
3978,5
3979,7
3980,3
3981,1
3982,131
3983,1
3984,5
3985,1
3986,0
3987,1
3988,0
3989,3
3990,2
3991,4
3992,1
3993,2
3994,1
3995,2
3996,0
3997,3
3998,1
3999,10
4000,0
4001,1
4002,4
4003,5
4004,3
4005,0
4006,0
4007,3
4008,1
4009,0
4010,0
4011,14
4012,7
4013,0
4014,6
4015,1
4016,0
4017,0
4018,3
4019,0
4020,2
4021,3
4022,1
4023,0
4024,2
4025,7
4026,1
4027,0
4028,1
4029,4
4030,4
4031,7
4032,0
4033,20
4034,0
4035,2
4036,0
4037,1
4038,0
4039,1
4040,1
4041,1
4042,6
4043,0
4044,4
4045,6
4046,9
4047,2
4048,0
4049,0
4050,1
4051,0
4052,4
4053,5
4054,0
4055,10
4056,1
4057,0
4058,0
4059,3
4060,0
4061,1
4062,11
4063,0
4064,1
4065,2
4066,1
4067,1
4068,0
4069,0
4070,1
4071,2
4072,2
4073,1
4074,0
4075,3
4076,2
4077,5
4078,2
4079,8
4080,0
4081,0
4082,2
4083,0
4084,0
4085,0
4086,2
4087,0
4088,1
4089,2
4090,1
4091,1
4092,2
4093,0
4094,1
4095,4
4096,1
4097,1
4098,0
4099,5
4100,1
4101,1
4102,3
4103,1
4104,0
4105,3
4106,0
4107,0
4108,2
4109,0
4110,2
4111,0
4112,1
4113,1
4114,0
4115,1
4116,0
4117,0
4118,0
4119,3
4120,1
4121,1
4122,0
4123,37
4124,3
4125,0
4126,6
4127,1
4128,0
4129,0
4130,2
4131,0
4132,2
4133,0
4134,1
4135,0
4136,0
4137,0
4138,3
4139,1
4140,3
4141,0
4142,0
4143,2
4144,2
4145,2
4146,0
4147,1
4148,0
4149,1
4150,1
4151,1
4152,1
4153,1
4154,0
4155,2
4156,3
4157,0
4158,0
4159,1
4160,1
4161,1
4162,1
4163,2
4164,0
4165,0
4166,0
4167,0
4168,0
4169,0
4170,0
4171,0
4172,0
4173,0
4174,0
4175,2
4176,1
4177,0
4178,5
4179,0
4180,1
4181,0
4182,1
4183,0
4184,1
4185,0
4186,3
4187,1
4188,1
4189,1
4190,3
4191,0
4192,1
4193,0
4194,0
4195,1
4196,1
4197,4
4198,0
4199,1
4200,0
4201,1
4202,0
4203,0
4204,0
4205,2
4206,1
4207,1
4208,1
4209,6
4210,0
4211,1
4212,1
4213,1
4214,1
4215,7
4216,0
4217,1
4218,1
4219,1
4220,0
4221,0
4222,0
4223,1
4224,0
4225,0
4226,0
4227,0
4228,1
4229,1
4230,0
4231,0
4232,0
4233,6
4234,2
4235,0
4236,0
4237,0
4238,1
4239,0
4240,0
4241,2
4242,1
4243,1
4244,0
4245,1
4246,2
4247,1
4248,0
4249,1
4250,1
4251,1
4252,1
4253,0
4254,0
4255,3
4256,1
4257,0
4258,0
4259,1
4260,2
4261,4
4262,0
4263,1
4264,0
4265,0
4266,0
4267,0
4268,0
4269,1
4270,0
4271,1
4272,0
4273,0
4274,1
4275,2
4276,1
4277,1
4278,0
4279,0
4280,1
4281,1
4282,1
4283,1
4284,0
4285,0
4286,0
4287,3
4288,5
4289,0
4290,1
4291,0
4292,1
4293,19
4294,0
4295,5
4296,0
4297,0
4298,0
4299,1
4300,0
4301,2
4302,0
4303,2
4304,1
4305,1
4306,0
4307,1
4308,0
4309,1
4310,0
4311,1
4312,3
4313,0
4314,2
4315,0
4316,1
4317,1
4318,1
4319,0
4320,0
4321,1
4322,8
4323,0
4324,0
4325,4
4326,1
4327,0
4328,0
4329,0
4330,4
4331,1
4332,2
4333,0
4334,0
4335,1
4336,1
4337,1
4338,0
4339,4
4340,4
4341,1
4342,1
4343,4
4344,1
4345,2
4346,3
4347,5
4348,3
4349,1
4350,1
4351,5
4352,1
4353,0
4354,0
4355,0
4356,0
4357,3
4358,0
4359,1
4360,0
4361,0
4362,0
4363,0
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,3
4371,0
4372,0
4373,0
4374,0
4375,0
4376,2
4377,0
4378,0
4379,1
4380,0
4381,1
4382,0
4383,0
4384,1
4385,0
4386,0
4387,1
4388,1
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0
4398,0
4399,8
4400,0
4401,0
4402,0
4403,0
4404,0
4405,0
4406,0
4407,0
4408,2
4409,0
4410,0
4411,0
4412,0
4413,0
4414,3
4415,1
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,2
4425,0
4426,0
4427,0
4428,0
4429,0
4430,0
4431,1
4432,0
4433,0
4434,0
4435,0
4436,2
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,1
4445,0
4446,0
4447,1
4448,0
4449,0
4450,0
4451,0
4452,0
4453,0
4454,0
4455,0
4456,0
4457,0
4458,4
4459,6
4460,0
4461,0
4462,0
4463,4
4464,1
4465,4
4466,0
4467,0
4468,0
4469,0
4470,0
4471,0
4472,0
4473,3
4474,0
4475,0
4476,4
4477,3
4478,0
4479,0
4480,0
4481,0
4482,15
4483,0
4484,1
4485,0
4486,24
4487,0
4488,0
4489,2
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,8
4500,0
4501,6
4502,5
4503,3
4504,1
4505,4
4506,15
4507,1
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,1
4521,0
4522,0
4523,0
4524,4
4525,0
4526,0
4527,0
4528,0
4529,0
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4548,0
4549,0
4550,0
4551,0
4552,0
4553,0
4554,0
4555,0
4556,0
4557,0
4558,0
4559,0
4560,0
4561,1
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,0
4576,0
4577,0
4578,0
4579,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,2
4592,0
4593,0
4594,1
4595,0
4596,0
4597,0
4598,0
4599,0
4600,5
4601,1
4602,6
4603,1
4604,0
4605,9
4606,114
4607,8
4608,7
4609,1
4610,49
4611,1
4612,0
4613,7
4614,2
4615,4
4616,0
4617,1
4618,0
4619,2
4620,0
4621,5
4622,339
4623,4
4624,2
4625,1
4626,6
4627,9
4628,1
4629,2
4630,1
4631,1
4632,1
4633,4
4634,0
4635,4
4636,0
4637,1
4638,3
4639,3
4640,12
4641,6
4642,2
4643,1
4644,2
4645,2
4646,0
4647,4
4648,2
4649,2
4650,1
4651,1
4652,5
4653,1
4654,2
4655,1
4656,51
4657,0
4658,24
4659,1
4660,2
4661,3
4662,0
4663,5
4664,0
4665,1
4666,0
4667,0
4668,1
4669,44
4670,3
4671,3
4672,9
4673,76
4674,2
4675,0
4676,1
4677,10
4678,1
4679,5
4680,80
4681,6
4682,1
4683,4
4684,2
4685,0
4686,1
4687,16
4688,3
4689,1
4690,0
4691,108
4692,3
4693,4
4694,2
4695,0
4696,1
4697,3
4698,0
4699,1
4700,1
4701,1132
4702,0
4703,42
4704,1
4705,1
4706,1
4707,130
4708,1
4709,0
4710,2
4711,3
4712,0
4713,0
4714,0
4715,1
4716,4
4717,2
4718,1
4719,2
4720,1
4721,1
4722,2
4723,2
4724,4
4725,5
4726,1
4727,1
4728,2
4729,1
4730,2
4731,1
4732,1
4733,10
4734,3
4735,2
4736,70
4737,5
4738,2
4739,1
4740,1
4741,2
4742,6
4743,2
4744,2
4745,2
4746,170
4747,4
4748,3
4749,1
4750,1
4751,8
4752,5
4753,1
4754,59
4755,2
4756,4
4757,1
4758,2
4759,0
4760,2
4761,1
4762,1
4763,1
4764,1
4765,2
4766,4
4767,1
4768,4
4769,2
4770,3
4771,1
4772,1
4773,2
4774,1
4775,1
4776,3
4777,3
4778,1
4779,3
4780,2
4781,1
4782,1
4783,1
4784,59
4785,12
4786,4
4787,2
4788,1
4789,1
4790,3
4791,1
4792,2
4793,17
4794,1
4795,1
4796,3
4797,1
4798,1
4799,2
4800,4
4801,1
4802,1
4803,3
4804,4
4805,3
4806,1
4807,1
4808,4
4809,1
4810,1
4811,14
4812,22
4813,14
4814,7
4815,30
4816,29
4817,5
4818,2
4819,3
4820,2
4821,23
4822,9
4823,2
4824,3
4825,0
4826,63
4827,20
4828,6
4829,7
4830,13
4831,3
4832,6
4833,2
4834,0
4835,4
4836,6
4837,1
4838,4
4839,8
4840,0
4841,0
4842,0
4843,0
4844,3
4845,2
4846,2
4847,2
4848,1
4849,1
4850,3
4851,2
4852,1
4853,1
4854,1
4855,3
4856,1
4857,1
4858,2
4859,1
4860,1
4861,1
4862,1
4863,1
4864,1
4865,2
4866,1
4867,1
4868,1
4869,1
4870,1
4871,1
4872,1
4873,1
4874,1
4875,1
4876,1
4877,2
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,8
4889,0
4890,0
4891,0
4892,0
4893,97
4894,35
4895,0
4896,0
4897,1
4898,0
4899,1
4900,0
4901,1
4902,0
4903,0
4904,0
4905,0
4906,27
4907,21
4908,5
4909,18
4910,15
4911,12
4912,22
4913,53
4914,27
4915,14
4916,24
4917,10
4918,43
4919,43
4920,12
4921,23
4922,13
4923,6
4924,19
4925,47
4926,16
4927,94
4928,8
4929,14
4930,11
4931,32
4932,4
4933,18
4934,20
4935,13
4936,16
4937,13
4938,27
4939,17
4940,14
4941,56
4942,35
4943,26
4944,33
4945,6
4946,11
4947,8
4948,23
4949,28
4950,11
4951,34
4952,21
4953,26
4954,42
4955,17
4956,46
4957,7
4958,6
4959,40
4960,14
4961,15
4962,17
4963,55
4964,48
4965,24
4966,3
4967,10
4968,54
4969,21
4970,64
4971,44
4972,8
4973,11
4974,5
4975,6
4976,12
4977,29
4978,28
4979,17
4980,29
4981,26
4982,36
4983,47
4984,11
4985,22
4986,4
4987,17
4988,5
4989,37
4990,40
4991,10
4992,35
4993,11
4994,87
4995,55
4996,35
4997,8
4998,44
4999,219
5000,23
5001,70
5002,7
5003,13
5004,159
5005,7
5006,8
5007,11
5008,91
5009,20
5010,24
5011,20
5012,10
5013,10
5014,7
5015,31
5016,24
5017,111
5018,18
5019,10
5020,7
5021,42
5022,8
5023,23
5024,37
5025,26
5026,13
5027,32
5028,19
5029,11
5030,19
5031,38
5032,17
5033,11
5034,2
5035,26
5036,283
5037,16
5038,10
5039,22
5040,22
5041,12
5042,9
5043,8
5044,45
5045,61
5046,220
5047,18
5048,21
5049,106
5050,46
5051,17
5052,73
5053,45
5054,0
5055,15
5056,8
5057,35
5058,32
5059,36
5060,1
5061,7
5062,54
5063,28
5064,26
5065,17
5066,22
5067,25
5068,34
5069,38
5070,13
5071,81
5072,34
5073,18
5074,39
5075,38
5076,23
5077,36
5078,36
5079,8
5080,36
5081,23
5082,358
5083,33
5084,25
5085,19
5086,17
5087,28
5088,12
5089,40
5090,10
5091,67
5092,29
5093,58
5094,55
5095,16
5096,14
5097,59
5098,32
5099,37
5100,90
5101,25
5102,45
5103,68
5104,35
5105,64
5106,149
5107,169
5108,41
5109,33
5110,14
5111,14
5112,32
5113,19
5114,91
5115,166
5116,124
5117,59
5118,39
5119,40
5120,12
5121,35
5122,60
5123,12
5124,5
5125,197
5126,33
5127,8
5128,41
5129,36
5130,19
5131,38
5132,30
5133,6
5134,65
5135,43
5136,29
5137,65
5138,44
5139,53
5140,36
5141,6
5142,103
5143,32
5144,32
5145,14
5146,137
5147,30
5148,6
5149,18
5150,49
5151,12
5152,15
5153,52
5154,13
5155,7
5156,165
5157,85
5158,32
5159,14
5160,48
5161,47
5162,59
5163,309
5164,1432
5165,0
5166,107
5167,44
5168,43
5169,86
5170,33
5171,34
5172,45
5173,75
5174,30
5175,96
5176,560
5177,26
5178,66
5179,89
5180,84
5181,50
5182,33
5183,26
5184,82
5185,37
5186,30
5187,36
5188,48
5189,36
5190,53
5191,81
5192,35
5193,90
5194,72
5195,16
5196,60
5197,50
5198,388
5199,62
5200,58
5201,140
5202,36
5203,38
5204,55
5205,33
5206,47
5207,881
5208,48
5209,9
5210,81
5211,449
5212,132
5213,58
5214,242
5215,21
5216,82
5217,0
5218,575
5219,0
5220,0
5221,2356
5222,115
5223,168
5224,96
5225,27
5226,103
5227,110
5228,4
5229,588
5230,96
5231,48
5232,128
5233,114
5234,36
5235,195
5236,86
5237,251
5238,127
5239,86
5240,29
5241,23
5242,39
5243,136
5244,549
5245,34
5246,22
5247,66
5248,141
5249,71
5250,91
5251,60
5252,29
5253,19
5254,1307
5255,51
5256,154
5257,237
5258,593
5259,53
5260,532
5261,1319
5262,144
5263,36
5264,21
5265,34
5266,719
5267,124
5268,135
5269,229
5270,111
5271,211
5272,220
5273,120
5274,157
5275,21
5276,58
5277,58
5278,203
5279,63
5280,2594
5281,88
5282,215
5283,164
5284,199
5285,1574
5286,64
5287,0
5288,0
5289,134
5290,275
5291,150
5292,51
5293,0
5294,171
5295,0
5296,70
5297,0
5298,497
5299,0
5300,0
5301,0
5302,93
5303,269
5304,137
5305,114
5306,162
5307,126
5308,8
5309,95
5310,86
5311,23
5312,60
5313,73
5314,77
5315,12
5316,53
5317,52
5318,113
5319,140
5320,123
5321,37
5322,23
5323,68
5324,147
5325,92
5326,72
5327,98
5328,86
5329,157
5330,93
5331,155
5332,69
5333,61
5334,52
5335,31
5336,533
5337,57
5338,135
5339,236
5340,418
5341,603
5342,259
5343,61
5344,227
5345,12
5346,399
5347,155
5348,396
5349,138
5350,596
5351,221
5352,493
5353,96
5354,147
5355,315
5356,347
5357,82
5358,262
5359,365
5360,249
5361,213
5362,36
5363,49
5364,117
5365,205
5366,121
5367,740
5368,140
5369,45
5370,147
5371,137
5372,194
5373,147
5374,44
5375,360
5376,88
5377,310
5378,223
5379,42
5380,319
5381,232
5382,379
5383,200
5384,153
5385,210
5386,504
5387,270
5388,170
5389,124
5390,532
5391,185
5392,232
5393,345
5394,366
5395,62
5396,264
5397,148
5398,614
5399,29
5400,89
5401,153
5402,320
5403,150
5404,104
5405,276
5406,230
5407,162
5408,136
5409,332
5410,198
5411,276
5412,108
5413,483
5414,90
5415,110
5416,889
5417,145
5418,445
5419,789
5420,51
5421,56
5422,52
5423,54
5424,96
5425,80
5426,901
5427,111
5428,53
5429,63
5430,150
5431,360
5432,120
5433,327
5434,147
5435,262
5436,52
5437,73
5438,109
5439,60
5440,378
5441,178
5442,169
5443,93
5444,132
5445,79
5446,177
5447,144
5448,843
5449,428
5450,88
5451,481
5452,328
5453,296
5454,117
5455,571
5456,569
5457,87
5458,213
5459,128
5460,329
5461,241
5462,173
5463,1563
5464,582
5465,241
5466,155
5467,159
5468,371
5469,124
5470,883
5471,130
5472,257
5473,286
5474,316
5475,124
5476,89
5477,168
5478,440
5479,260
5480,64
5481,89
5482,40
5483,21
5484,369
5485,197
5486,98
5487,133
5488,298
5489,122
5490,33
5491,111
5492,100
5493,107
5494,77
5495,143
5496,180
5497,143
5498,101
5499,155
5500,145
5501,110
5502,150
5503,79
5504,97
5505,42
5506,131
5507,139
5508,113
5509,49
5510,55
5511,250
5512,409
5513,54
5514,329
5515,102
5516,191
5517,196
5518,123
5519,315
5520,232
5521,454
5522,62
5523,27
5524,39
5525,256
5526,98
5527,179
5528,73
5529,136
5530,106
5531,114
5532,121
5533,114
5534,261
5535,191
5536,89
5537,241
5538,51
5539,709
5540,124
5541,99
5542,77
5543,54
5544,122
5545,100
5546,278
5547,124
5548,132
5549,210
5550,232
5551,87
5552,191
5553,191
5554,224
5555,137
5556,182
5557,112
5558,277
5559,216
5560,101
5561,219
5562,105
5563,805
5564,571
5565,200
5566,327
5567,213
5568,140
5569,139
5570,108
5571,165
5572,198
5573,243
5574,185
5575,193
5576,94
5577,161
5578,449
5579,205
5580,228
5581,87
5582,328
5583,145
5584,259
5585,188
5586,185
5587,171
5588,95
5589,146
5590,180
5591,104
5592,191
5593,97
5594,353
5595,139
5596,263
5597,101
5598,282
5599,352
5600,72
5601,122
5602,157
5603,348
5604,227
5605,186
5606,138
5607,154
5608,113
5609,136
5610,220
5611,253
5612,193
5613,133
5614,156
5615,104
5616,176
5617,175
5618,262
5619,183
5620,223
5621,146
5622,845
5623,151
5624,157
5625,87
5626,298
5627,236
5628,367
5629,107
5630,233
5631,180
5632,144
5633,147
5634,77
5635,64
5636,174
5637,116
5638,81
5639,81
5640,66
5641,72
5642,46
5643,29
5644,155
5645,141
5646,111
5647,109
5648,380
5649,446
5650,50
5651,139
5652,108
5653,170
5654,223
5655,133
5656,41
5657,127
5658,42
5659,111
5660,133
5661,95
5662,157
5663,128
5664,209
5665,176
5666,135
5667,125
5668,393
5669,179
5670,41
5671,66
5672,227
5673,134
5674,329
5675,244
5676,175
5677,203
5678,120
5679,306
5680,171
5681,114
5682,1217
5683,155
5684,73
5685,134
5686,381
5687,171
5688,71
5689,114
5690,110
5691,643
5692,437
5693,157
5694,97
5695,205
5696,567
5697,144
5698,186
5699,142
5700,233
5701,257
5702,347
5703,144
5704,173
5705,198
5706,137
5707,312
5708,310
5709,254
5710,182
5711,62
5712,261
5713,263
5714,302
5715,181
5716,280
5717,213
5718,73
5719,142
5720,338
5721,237
5722,192
5723,65
5724,263
5725,193
5726,464
5727,345
5728,106
5729,114
5730,270
5731,164
5732,824
5733,481
5734,170
5735,206
5736,693
5737,72
5738,69
5739,112
5740,216
5741,112
5742,184
5743,100
5744,230
5745,287
5746,89
5747,464
5748,40
5749,180
5750,118
5751,174
5752,177
5753,73
5754,154
5755,366
5756,229
5757,270
5758,130
5759,313
5760,19
5761,131
5762,129
5763,133
5764,147
5765,70
5766,148
5767,152
5768,145
5769,267
5770,296
5771,218
5772,179
5773,181
5774,96
5775,251
5776,111
5777,110
5778,112
5779,137
5780,161
5781,244
5782,214
5783,141
